name,met (ms),iters,Speedup factor
aflag_copy_sort_random_1048576_uint64,15.96063288,100,3.06619946388993
radix_sort_random_1048576_uint64,7.0814175,100,6.910831620929
radix13_sort_random_1048576_uint64,10.19483101,100,4.80032321595098
radix16_sort_random_1048576_uint64,11.30832813,100,4.32764980087291
std_sort_random_4096_int64,0.120409,100,
aflag_sort_random_4096_int64,0.06773417,100,1.7776699707105
aflag_copy_sort_random_4096_int64,0.06517538,100,1.84746141871363
radix_sort_random_4096_int64,0.023893309999999997,100,5.03944409543927
radix13_sort_random_4096_int64,0.02458739,100,4.89718510179405
radix16_sort_random_4096_int64,0.07694922,100,1.56478519210461
std_sort_random_65536_int64,2.46159347,100,
aflag_sort_random_65536_int64,0.99584315,100,2.4718686572278
aflag_copy_sort_random_65536_int64,0.6324056,100,3.89242832448037
radix_sort_random_65536_int64,0.38545816,100,6.38614958884253
radix13_sort_random_65536_int64,0.26504309,100,9.28752177617609
radix16_sort_random_65536_int64,0.28752285,100,8.56138379958323
std_sort_random_1048576_int64,50.40804685,100,
aflag_sort_random_1048576_int64,22.77129689,100,2.21366605044514
aflag_copy_sort_random_1048576_int64,16.63896994,100,3.02951727371172
radix_sort_random_1048576_int64,6.77996975,100,7.43484834132188
radix13_sort_random_1048576_int64,9.79695044,100,5.14527935592986
radix16_sort_random_1048576_int64,11.17647041,100,4.51019373745204
std_sort_random_4096_float64,0.13562222000000002,100,
aflag_sort_random_4096_float64,0.08025073,100,1.68998113786629
aflag_copy_sort_random_4096_float64,0.07200831,100,1.88342456585914
radix_sort_random_4096_float64,0.02978967,100,4.55265936144979
radix13_sort_random_4096_float64,0.02404857,100,5.63951286916436
radix16_sort_random_4096_float64,0.07697858,100,1.7618176381014
std_sort_random_65536_float64,2.95755918,100,
aflag_sort_random_65536_float64,1.15204621,100,2.56722269847144
aflag_copy_sort_random_65536_float64,0.78240163,100,3.78010355116464
radix_sort_random_65536_float64,0.47453854999999995,100,6.23249508390836
radix13_sort_random_65536_float64,0.24448435,100,12.0971308797475
radix16_sort_random_65536_float64,0.28142014,100,10.5094083884686
std_sort_random_1048576_float64,59.56131831,100,
aflag_sort_random_1048576_float64,26.302223180000002,100,2.26449748762264
aflag_copy_sort_random_1048576_float64,20.23330223,100,2.94372701168315
radix_sort_random_1048576_float64,8.8120222,100,6.75909762347172
radix13_sort_random_1048576_float64,5.28388034,100,11.2722685748784
radix16_sort_random_1048576_float64,7.16667742,100,8.31086915448191
std_sort_low_card_4096_delta_0,0.00167516,100,
std_radix_low_card_4096_delta_0,0.00279124,100,0.600149037703673
std_aflag_low_card_4096_delta_0,0.01679188,100,0.0997601221542793
std_aflag_copy_low_card_4096_delta_0,0.0027424199999999998,100,0.610832768139089
std_sort_low_card_4096_delta_2,0.01889705,100,
std_radix_low_card_4096_delta_2,0.0026970699999999998,100,7.00651076909387
std_aflag_low_card_4096_delta_2,0.0166464,100,1.13520340734333
std_aflag_copy_low_card_4096_delta_2,0.0028502899999999997,100,6.62986924137544
std_sort_low_card_4096_delta_5,0.02965569,100,
std_radix_low_card_4096_delta_5,0.00252578,100,11.7412007379898
std_aflag_low_card_4096_delta_5,0.01661124,100,1.78527852225361
std_aflag_copy_low_card_4096_delta_5,0.00285374,100,10.3918682150441
std_sort_low_card_4096_delta_20,0.04895832000000001,100,
std_radix_low_card_4096_delta_20,0.00263232,100,18.5989241429613
std_aflag_low_card_4096_delta_20,0.016507229999999998,100,2.96587131820421
std_aflag_copy_low_card_4096_delta_20,0.00274756,100,17.8188356214241
std_sort_low_card_4096_delta_100,0.07379292999999999,100,
std_radix_low_card_4096_delta_100,0.0025085800000000003,100,29.4162155482384
std_aflag_low_card_4096_delta_100,0.016920150000000002,100,4.36124561543485
std_aflag_copy_low_card_4096_delta_100,0.00275191,100,26.8151683739657
std_sort_low_card_65536_delta_0,0.02702624,100,
std_radix_low_card_65536_delta_0,0.039523,100,0.683810439490929
std_aflag_low_card_65536_delta_0,0.26091349999999996,100,0.103583141539246
std_aflag_copy_low_card_65536_delta_0,0.04279748,100,0.63149138687605
std_sort_low_card_65536_delta_2,0.29199278,100,
std_radix_low_card_65536_delta_2,0.038803359999999995,100,7.52493546950573
std_aflag_low_card_65536_delta_2,0.26066801,100,1.12017113262191
std_aflag_copy_low_card_65536_delta_2,0.04237387,100,6.89086883024845
std_sort_low_card_65536_delta_5,0.44917,100,
std_radix_low_card_65536_delta_5,0.04027304,100,11.1531188109961
std_aflag_low_card_65536_delta_5,0.2602696,100,1.72578741428119
std_aflag_copy_low_card_65536_delta_5,0.042416159999999994,100,10.5895960407543
std_sort_low_card_65536_delta_20,0.74481022,100,
std_radix_low_card_65536_delta_20,0.039823080000000004,100,18.7029787751224
std_aflag_low_card_65536_delta_20,0.26469324,100,2.81386188782154
std_aflag_copy_low_card_65536_delta_20,0.04254007,100,17.5084389847031
std_sort_low_card_65536_delta_100,1.11736012,100,
std_radix_low_card_65536_delta_100,0.03935003,100,28.3954070683046
std_aflag_low_card_65536_delta_100,0.25939630999999996,100,4.30754053517569
std_aflag_copy_low_card_65536_delta_100,0.0423727,100,26.3698116947941
std_sort_low_card_1048576_delta_0,0.42724010999999995,100,
std_radix_low_card_1048576_delta_0,0.6787546600000001,100,0.629447037608552
std_aflag_low_card_1048576_delta_0,4.9342296,100,0.086586994249315
std_aflag_copy_low_card_1048576_delta_0,0.73922182,100,0.577959278853538
std_sort_low_card_1048576_delta_2,4.55310483,100,
std_radix_low_card_1048576_delta_2,0.70118454,100,6.49344725997524
std_aflag_low_card_1048576_delta_2,4.94592661,100,0.920576706656794
std_aflag_copy_low_card_1048576_delta_2,0.7437207600000001,100,6.12206230467467
std_sort_low_card_1048576_delta_5,6.9521926,100,
std_radix_low_card_1048576_delta_5,0.67697514,100,10.2694946818874
std_aflag_low_card_1048576_delta_5,4.91737631,100,1.41380121465628
std_aflag_copy_low_card_1048576_delta_5,0.74049522,100,9.38857188031545
std_sort_low_card_1048576_delta_20,11.78847581,100,
std_radix_low_card_1048576_delta_20,0.67811842,100,17.3840961435615
std_aflag_low_card_1048576_delta_20,4.93608653,100,2.38822308692388
std_aflag_copy_low_card_1048576_delta_20,0.73811041,100,15.9711550606636
std_sort_low_card_1048576_delta_100,17.87900509,100,
std_radix_low_card_1048576_delta_100,0.68242508,100,26.1992204184524
std_aflag_low_card_1048576_delta_100,4.92363615,100,3.63126042325447
std_aflag_copy_low_card_1048576_delta_100,0.73914898,100,24.1886352735006
